subject_category,object_category,subject_bbox,object_bbox,source_img,y
umbrella,person,"(86, 259, 434, 661)","(168, 446, 460, 554)",2787249244_c5a15fca56_o.jpg,0
jacket,person,"(259, 363, 553, 651)","(410, 620, 136, 481)",3363659689_68dbf1bb01_b.jpg,0
umbrella,person,"(179, 309, 330, 686)","(215, 764, 314, 673)",2513020759_af6967f5d9_b.jpg,0
person,skateboard,"(11, 620, 26, 477)","(557, 693, 123, 332)",3987015354_c5756d9dc2_b.jpg,0
truck,person,"(186, 636, 152, 892)","(114, 541, 224, 386)",8591280382_d7a26282b1_b.jpg,0
horse,person,"(101, 599, 520, 880)","(46, 403, 538, 698)",8722022301_af1bc59cf3_b.jpg,0
person,umbrella,"(101, 740, 172, 408)","(13, 322, 12, 470)",4385184019_fe84dd5d23_b.jpg,0
umbrella,person,"(1, 142, 1, 260)","(110, 227, 101, 141)",452963468_e1fa95c775_o.jpg,0
car,street,"(374, 979, 24, 653)","(532, 1018, 12, 766)",7748672286_1e9e3a8bdb_b.jpg,0
person,laptop,"(13, 608, 483, 1023)","(324, 651, 70, 688)",8865584540_b5307795be_b.jpg,0
person,skis,"(69, 685, 1, 382)","(272, 684, 69, 180)",4378068245_ae43bcbcc5_b.jpg,0
person,sofa,"(166, 491, 505, 776)","(147, 458, 341, 829)",3518936687_c62b9e2983_b.jpg,0
person,person,"(124, 309, 718, 811)","(106, 306, 262, 421)",8990943637_5bbec8ef7b_b.jpg,0
person,pizza,"(235, 556, 599, 778)","(542, 635, 382, 603)",7374957764_bfe24eba62_b.jpg,0
person,snowboard,"(84, 448, 646, 799)","(436, 466, 573, 877)",3358885775_9099a62b1c_b.jpg,0
car,road,"(367, 442, 81, 277)","(337, 767, 4, 1021)",8117448052_20a86e89cd_b.jpg,0
person,umbrella,"(181, 334, 286, 322)","(155, 253, 559, 762)",103654841_5840327760_o.jpg,0
person,bag,"(801, 999, 146, 198)","(852, 908, 184, 215)",7573709998_d3452ded16_b.jpg,0
person,skateboard,"(114, 555, 675, 1058)","(517, 597, 641, 797)",3874258931_7a34ab5228_o.jpg,0
person,person,"(429, 619, 632, 689)","(342, 458, 345, 421)",2293686208_e0a4df2277_b.jpg,0
person,person,"(228, 587, 313, 411)","(2, 361, 1, 441)",3987015198_c216518ca0_b.jpg,0
person,skis,"(52, 1017, 417, 767)","(860, 1021, 362, 733)",4247983342_6efd46d3c4_b.jpg,0
person,kite,"(704, 738, 710, 748)","(302, 413, 180, 242)",257099253_9161872c7b_b.jpg,0
umbrella,bag,"(272, 417, 649, 811)","(363, 411, 635, 770)",1342508700_ee68748509_b.jpg,0
boat,person,"(196, 596, 1, 796)","(275, 598, 43, 301)",7388723_b2f1942363_o.jpg,0
person,laptop,"(186, 743, 163, 404)","(361, 484, 170, 362)",3633024802_48f99f60ed_b.jpg,0
person,sand,"(1, 273, 1, 97)","(55, 398, 3, 600)",4021082808_f48385eb4b_o.jpg,0
person,grass,"(420, 682, 318, 758)","(179, 681, 1, 1023)",6068733163_fd5006922a_b.jpg,0
person,sand,"(501, 618, 346, 384)","(524, 680, 4, 1022)",4649189259_93873e099f_b.jpg,0
umbrella,person,"(282, 563, 220, 532)","(386, 767, 313, 506)",8386698122_28a5318c03_b.jpg,0
person,road,"(493, 569, 574, 598)","(528, 583, 487, 570)",25691390_f9944f61b5_b.jpg,0
person,phone,"(155, 523, 779, 1022)","(399, 432, 777, 836)",8174126404_192257d449_b.jpg,0
person,bag,"(102, 310, 808, 925)","(200, 262, 815, 864)",553590016_8c366f2732_b.jpg,0
person,bus,"(535, 581, 237, 272)","(402, 651, 155, 376)",6896619121_d3c1a8df52_b.jpg,0
person,pizza,"(40, 679, 134, 533)","(459, 503, 408, 648)",8116722351_7b6dc4d5a6_b.jpg,0
person,plane,"(429, 697, 565, 660)","(252, 533, 119, 1023)",8464469950_7d6c082b52_b.jpg,0
person,bag,"(237, 698, 226, 502)","(377, 619, 127, 299)",2208995906_d296e2241d_o.jpg,0
person,grass,"(244, 471, 480, 585)","(249, 759, 7, 1017)",8064272796_17c5953ba8_b.jpg,0
sky,tower,"(269, 745, 300, 446)","(91, 373, 207, 731)",231761148_8c8904e665_b.jpg,0
umbrella,table,"(386, 680, 183, 689)","(1, 451, 83, 1021)",4369991970_223d33567f_b.jpg,0
person,snowboard,"(304, 579, 518, 636)","(351, 468, 453, 638)",4485139500_d57c642bc6_b.jpg,0
person,boat,"(405, 460, 548, 576)","(336, 453, 524, 638)",9875247365_1f49d46b99_b.jpg,0
person,phone,"(212, 711, 242, 637)","(389, 436, 510, 550)",5597870275_aae28b831a_b.jpg,0
person,skis,"(457, 695, 56, 150)","(473, 759, 280, 416)",3425902727_e664574f07_b.jpg,0
bus,street,"(150, 362, 57, 361)","(389, 558, 4, 181)",3132214618_5c9a5219b7_o.jpg,0
truck,street,"(482, 650, 723, 904)","(503, 679, 6, 886)",6126969134_fbec042409_b.jpg,0
hat,person,"(418, 513, 389, 512)","(420, 690, 343, 592)",4198083117_15150e9711_b.jpg,0
motorcycle,person,"(207, 610, 172, 916)","(84, 542, 260, 742)",5357700198_a87a47acbb_b.jpg,0
person,surfboard,"(1, 334, 16, 235)","(316, 336, 1, 173)",7386755464_c037c44b96_b.jpg,0
kite,sky,"(81, 219, 364, 592)","(4, 595, 4, 1021)",9759509291_143489b32a_b.jpg,0
umbrella,person,"(203, 384, 75, 488)","(345, 678, 142, 318)",7127213543_9e3bc184de_b.jpg,0
person,person,"(92, 1024, 336, 780)","(292, 1023, 24, 346)",5843020554_298c6d43e9_b.jpg,0
person,cart,"(194, 454, 343, 451)","(283, 450, 240, 383)",3665048296_195062bf2f_o.jpg,0
hat,person,"(110, 223, 2, 131)","(114, 766, 1, 181)",6157309791_c66e93a6d1_b.jpg,0
umbrella,person,"(11, 175, 67, 307)","(135, 654, 165, 478)",6741036587_9f2b5664f4_b.jpg,0
person,person,"(245, 574, 341, 660)","(245, 574, 341, 660)",1345566646_89749cf054_b.jpg,0
person,grass,"(169, 647, 433, 612)","(614, 683, 3, 810)",2419445811_f7efd30a6b_b.jpg,0
person,bag,"(17, 209, 240, 323)","(58, 130, 205, 245)",353709348_01e872f787_b.jpg,0
person,horse,"(55, 767, 245, 614)","(363, 766, 235, 1023)",9544233945_70e241919e_b.jpg,0
person,umbrella,"(238, 685, 254, 495)","(205, 328, 277, 516)",5028235992_9869cd4710_b.jpg,0
person,person,"(239, 681, 35, 370)","(184, 679, 334, 799)",4357229819_ae296396b3_b.jpg,0
person,bed,"(135, 259, 326, 420)","(74, 410, 1, 500)",3898952936_54782cfbb1_b.jpg,0
person,laptop,"(317, 622, 264, 519)","(419, 521, 139, 304)",4190437672_4f4a75837a_b.jpg,0
person,street,"(304, 561, 911, 1023)","(305, 582, 5, 1022)",6472054231_c7facdaccf_b.jpg,0
person,person,"(224, 419, 573, 667)","(355, 548, 582, 638)",7718119388_3df9fc17df_b.jpg,0
person,bed,"(222, 610, 202, 878)","(10, 763, 3, 1022)",2527061648_c47a35f846_b.jpg,0
person,bike,"(122, 468, 372, 691)","(270, 607, 277, 783)",8019688104_1695767342_b.jpg,0
person,skateboard,"(396, 571, 622, 725)","(551, 591, 621, 699)",5913627144_fc88f00400_b.jpg,0
plate,pizza,"(389, 767, 27, 608)","(354, 636, 102, 535)",5016022321_4b5ff1b904_b.jpg,0
person,bag,"(484, 698, 662, 744)","(582, 628, 683, 729)",6623880097_4c4ebeaa2d_b.jpg,0
person,person,"(104, 574, 187, 329)","(104, 704, 60, 292)",2212066876_aaf1415029_o.jpg,0
motorcycle,person,"(104, 766, 104, 1022)","(10, 671, 252, 565)",8224034613_c51e3b2e47_b.jpg,0
person,bag,"(274, 597, 703, 820)","(447, 533, 805, 846)",10251778694_c9344d7f08_b.jpg,0
person,street,"(254, 454, 119, 190)","(301, 497, 7, 881)",7296945680_4624752643_b.jpg,0
airplane,sky,"(100, 227, 478, 847)","(1, 481, 4, 1023)",8843742643_a759947d7a_b.jpg,0
person,street,"(176, 927, 199, 526)","(493, 1020, 1, 678)",4365734760_5d8a4e79dd_o.jpg,0
person,cart,"(407, 430, 623, 663)","(383, 655, 439, 727)",3606132043_ce58663150_b.jpg,0
motorcycle,person,"(195, 677, 11, 742)","(93, 682, 258, 640)",6721496819_b7dd80e497_b.jpg,0
bag,person,"(319, 359, 277, 317)","(248, 439, 246, 354)",468920376_9b3e46bd4b_o.jpg,0
person,surfboard,"(361, 580, 179, 248)","(421, 491, 134, 328)",9356671403_1a840fa02b_b.jpg,0
person,bench,"(109, 889, 128, 648)","(290, 472, 9, 166)",7382273234_3c88dbbb94_b.jpg,0
person,sand,"(507, 623, 587, 620)","(524, 680, 4, 1022)",4649189259_93873e099f_b.jpg,0
person,skis,"(87, 552, 593, 736)","(446, 598, 522, 778)",4765605471_c19a0b8b25_b.jpg,0
person,motorcycle,"(125, 765, 375, 935)","(242, 759, 20, 1014)",5901831619_9974cd32a5_b.jpg,0
person,kite,"(462, 810, 107, 218)","(88, 361, 499, 780)",180218001_dc11c5ebe8_o.jpg,0
person,kite,"(193, 470, 196, 367)","(59, 480, 30, 567)",96962166_b98a28206a_o.jpg,0
person,bag,"(416, 731, 323, 442)","(568, 618, 412, 450)",3840758300_932cbe9171_b.jpg,0
person,boat,"(141, 487, 297, 732)","(401, 663, 104, 999)",6800090271_500d63e565_b.jpg,0
truck,road,"(229, 267, 1001, 1024)","(248, 352, 921, 1024)",10159599524_0d4fb4d178_b.jpg,0
person,camera,"(394, 679, 48, 162)","(516, 541, 64, 101)",6352669672_be64bd9687_b.jpg,0
person,phone,"(105, 658, 446, 1007)","(333, 401, 459, 511)",4087948401_e23ef128ed_b.jpg,0
person,elephant,"(127, 259, 678, 748)","(223, 550, 406, 814)",7490406162_b45604a25c_b.jpg,0
person,horse,"(570, 840, 522, 643)","(694, 991, 448, 764)",187448937_fdb1809fe3_b.jpg,0
person,person,"(7, 313, 474, 619)","(78, 493, 169, 516)",5506779295_5b6ebd9636_b.jpg,0
person,surfboard,"(323, 862, 100, 296)","(381, 984, 72, 240)",7975160776_39d1588a75_b.jpg,0
person,surfboard,"(3, 574, 150, 382)","(380, 575, 266, 514)",8998531909_2a4a852b83_b.jpg,0
horse,bag,"(183, 677, 260, 979)","(109, 326, 423, 655)",406856735_e2383b9445_o.jpg,0
person,bag,"(759, 1023, 19, 136)","(915, 971, 4, 50)",7573709998_d3452ded16_b.jpg,0
person,umbrella,"(445, 1021, 527, 862)","(104, 582, 407, 946)",6935389590_de5c5ca99e_b.jpg,0
person,skateboard,"(25, 337, 173, 559)","(327, 385, 325, 568)",5628727643_c5de6f2de4_b.jpg,0
person,umbrella,"(435, 1023, 372, 616)","(365, 617, 221, 713)",8093545484_7b9c00966d_b.jpg,0
umbrella,person,"(196, 337, 512, 891)","(385, 677, 565, 682)",7127213543_9e3bc184de_b.jpg,0
person,sand,"(483, 573, 355, 392)","(593, 671, 345, 513)",2305513215_8fce34b9c2_b.jpg,0
person,chair,"(191, 300, 499, 584)","(230, 304, 498, 551)",5992146072_01fb721ed0_b.jpg,1
person,boat,"(358, 458, 600, 666)","(37, 703, 227, 807)",9653331120_aa44db4e9d_b.jpg,1
dog,person,"(228, 762, 260, 582)","(153, 766, 235, 978)",354685962_5f09b4e780_b.jpg,1
person,elephant,"(114, 155, 222, 260)","(177, 583, 162, 380)",5547013860_96f562f144_b.jpg,1
dog,bed,"(285, 493, 299, 729)","(324, 759, 1, 936)",8715302158_bfcfa76a66_b.jpg,1
person,person,"(380, 511, 463, 530)","(421, 627, 465, 532)",2600768187_e5fe8071ab_o.jpg,1
person,chair,"(275, 429, 455, 685)","(257, 459, 533, 737)",8065565064_27aa3da618_b.jpg,1
person,bench,"(104, 654, 67, 399)","(297, 448, 532, 955)",8128429591_3447bbfbf9_b.jpg,1
person,motorcycle,"(245, 480, 67, 245)","(315, 655, 25, 434)",9572109341_c724ef7ba7_b.jpg,1
person,street,"(174, 728, 430, 903)","(282, 766, 1, 1023)",521401566_4b3c3e127e_b.jpg,1
person,bench,"(493, 725, 521, 690)","(480, 711, 194, 826)",8136677249_bc3b222cc6_b.jpg,1
person,chair,"(179, 679, 65, 715)","(305, 684, 652, 989)",4190437672_4f4a75837a_b.jpg,1
person,table,"(21, 610, 164, 481)","(366, 610, 4, 611)",7983019848_cda6f5da53_o.jpg,1
person,chair,"(270, 419, 421, 504)","(270, 420, 384, 515)",3451843487_5711658cd8_b.jpg,1
person,chair,"(105, 658, 446, 1007)","(457, 577, 520, 1022)",4087948401_e23ef128ed_b.jpg,1
person,chair,"(492, 555, 451, 485)","(516, 558, 442, 491)",3543224993_65e4d83b68_o.jpg,1
person,street,"(401, 686, 2, 134)","(309, 792, 4, 529)",7332485950_763937fb8c_b.jpg,1
person,bench,"(95, 207, 667, 743)","(107, 214, 495, 709)",9868723753_7b34d3cf05_b.jpg,1
cat,table,"(364, 488, 452, 558)","(435, 597, 340, 753)",5004029058_8574253a98_b.jpg,1
person,sofa,"(179, 562, 335, 567)","(271, 699, 1, 529)",2557616124_5033660437_b.jpg,1
person,bench,"(334, 676, 676, 859)","(654, 675, 96, 1022)",7127213543_9e3bc184de_b.jpg,1
person,sofa,"(132, 530, 608, 870)","(182, 614, 203, 1022)",2770686605_b4917375ed_b.jpg,1
person,counter,"(21, 610, 164, 481)","(393, 597, 1, 578)",7983019848_cda6f5da53_o.jpg,1
cat,chair,"(172, 510, 337, 623)","(151, 664, 109, 649)",6139254473_f9e2233aeb_b.jpg,1
giraffe,grass,"(442, 686, 188, 419)","(437, 764, 5, 1018)",2845360285_56950ed1c4_b.jpg,1
person,chair,"(46, 768, 1, 311)","(352, 485, 284, 327)",5127248425_bc107ebe04_b.jpg,1
person,bench,"(235, 564, 201, 628)","(351, 1015, 189, 689)",2346032_d20f744136_b.jpg,1
person,table,"(324, 652, 593, 679)","(653, 1024, 4, 616)",2750909727_39d83825b3_b.jpg,1
person,bench,"(105, 561, 384, 724)","(320, 562, 2, 617)",2167336332_b0f30132a7_b.jpg,1
person,chair,"(7, 323, 708, 875)","(125, 374, 687, 899)",9434047748_22ab7471ec_b.jpg,1
person,ramp,"(371, 502, 131, 248)","(343, 740, 4, 1022)",2552006887_51f2b3d17b_b.jpg,1
person,street,"(212, 783, 1, 608)","(1, 1024, 1, 767)",264742072_e7749bf42b_b.jpg,1
person,table,"(140, 682, 528, 895)","(343, 683, 361, 711)",9829066303_a49f0f0f2c_b.jpg,1
person,grass,"(73, 681, 316, 719)","(190, 681, 3, 842)",8737004694_48a0cb9558_b.jpg,1
person,sofa,"(66, 643, 492, 895)","(224, 689, 6, 1023)",2838291659_159e7b61df_b.jpg,1
person,chair,"(180, 763, 342, 808)","(452, 758, 428, 745)",3741867933_9da8660255_b.jpg,1
person,chair,"(246, 682, 1, 321)","(447, 679, 2, 258)",5635598108_e252debf3b_b.jpg,1
person,chair,"(129, 682, 52, 507)","(505, 683, 1, 271)",9829066303_a49f0f0f2c_b.jpg,1
person,sand,"(178, 371, 240, 418)","(55, 398, 3, 600)",4021082808_f48385eb4b_o.jpg,1
person,chair,"(108, 229, 958, 1044)","(146, 236, 1017, 1061)",1467583584_a7877b8077_o.jpg,1
person,sofa,"(52, 682, 152, 544)","(182, 614, 203, 1022)",2770686605_b4917375ed_b.jpg,1
person,bench,"(310, 482, 118, 210)","(361, 481, 67, 329)",8489260810_50170a9820_b.jpg,1
glasses,face,"(90, 110, 139, 215)","(54, 170, 137, 207)",3505702201_e1c0e8c586_o.jpg,1
person,chair,"(394, 732, 29, 452)","(596, 730, 419, 471)",4962884665_2d46628d09_b.jpg,1
person,bench,"(244, 512, 275, 418)","(302, 511, 244, 598)",3476458176_c86e1fb559_b.jpg,1
person,chair,"(201, 438, 79, 264)","(310, 458, 20, 126)",4745633521_bda043e890_b.jpg,1
person,table,"(307, 510, 135, 272)","(337, 612, 6, 508)",8085073949_a73548da5f_o.jpg,1
person,bench,"(248, 439, 246, 354)","(283, 415, 92, 343)",468920376_9b3e46bd4b_o.jpg,1
person,chair,"(281, 582, 168, 446)","(443, 605, 129, 258)",7107196815_a387dfcf5e_b.jpg,1
person,table,"(327, 768, 22, 379)","(580, 767, 206, 1021)",9413317849_59ee037005_b.jpg,1
person,bench,"(345, 678, 142, 318)","(654, 675, 96, 1022)",7127213543_9e3bc184de_b.jpg,1
dog,basket,"(268, 676, 272, 607)","(468, 682, 303, 635)",8750340132_9de0466e67_b.jpg,1
person,sofa,"(207, 913, 541, 1013)","(391, 959, 2, 912)",851623519_9909323580_o.jpg,1
person,bed,"(24, 349, 197, 540)","(173, 669, 16, 1019)",2184272822_8d512efdc2_b.jpg,1
person,chair,"(63, 653, 303, 765)","(276, 667, 268, 625)",5937324668_4aca83b872_b.jpg,1
person,sofa,"(367, 541, 608, 998)","(457, 767, 359, 1021)",5852614444_d0756f5c71_b.jpg,1
person,bench,"(138, 533, 189, 357)","(363, 416, 1, 1023)",6462985601_6385193ed5_b.jpg,1
person,chair,"(317, 476, 369, 488)","(363, 461, 345, 407)",4113621691_ebd79e9a83_o.jpg,1
person,motorcycle,"(80, 736, 212, 690)","(234, 895, 42, 936)",8923030511_05ecbda5e6_b.jpg,1
person,table,"(133, 456, 338, 668)","(381, 677, 4, 955)",9719081589_80dda07912_b.jpg,1
person,bench,"(228, 814, 734, 1179)","(410, 842, 839, 1277)",115029320_d366cbed0f_o.jpg,1
person,ramp,"(255, 441, 30, 109)","(343, 740, 4, 1022)",2552006887_51f2b3d17b_b.jpg,1
person,sofa,"(458, 814, 588, 769)","(514, 775, 507, 769)",4635800439_0701fb0132_b.jpg,1
person,sofa,"(381, 458, 423, 467)","(419, 513, 448, 590)",6803135612_197c715868_o.jpg,1
person,sofa,"(160, 746, 6, 424)","(331, 697, 2, 490)",3133548455_9665e9abda_b.jpg,1
person,table,"(468, 928, 70, 366)","(475, 1022, 56, 734)",8715929112_3f314722c7_b.jpg,1
person,chair,"(140, 356, 6, 162)","(249, 475, 3, 177)",7562029954_3d739c3ea6_o.jpg,1
monitor,table,"(140, 509, 525, 853)","(430, 704, 4, 1021)",112023189_95a6556e64_b.jpg,1
person,chair,"(257, 626, 61, 336)","(285, 564, 19, 203)",195099011_3bbe1772a6_b.jpg,1
person,motorcycle,"(125, 374, 436, 536)","(248, 520, 157, 574)",2522658537_0f0c78d42f_b.jpg,1
person,bench,"(309, 446, 137, 250)","(399, 447, 788, 958)",2430277280_c50614fa0f_b.jpg,1
person,chair,"(366, 516, 124, 337)","(382, 552, 49, 282)",4268237695_9b8012cd80_o.jpg,1
person,chair,"(108, 542, 126, 871)","(456, 510, 660, 700)",9659238693_0c0331f02c_b.jpg,1
person,chair,"(417, 542, 234, 327)","(452, 546, 229, 298)",3303215762_22de8a999f_b.jpg,1
person,bench,"(186, 743, 163, 404)","(345, 656, 1, 744)",3633024802_48f99f60ed_b.jpg,1
person,chair,"(468, 586, 240, 357)","(560, 682, 213, 354)",7172868795_42b01c7194_b.jpg,1
person,bench,"(400, 496, 339, 396)","(452, 509, 198, 409)",15323818_7533b9c5de_b.jpg,1
cat,bench,"(162, 304, 648, 765)","(8, 536, 1, 758)",8349722056_baf43b7ecf_b.jpg,1
person,bench,"(120, 680, 185, 454)","(231, 681, 1, 880)",8515403777_48d98fbebc_b.jpg,1
person,bench,"(109, 889, 128, 648)","(306, 1023, 141, 682)",7382273234_3c88dbbb94_b.jpg,1
person,table,"(152, 540, 342, 648)","(539, 767, 1, 1023)",5813297357_f210a455f9_b.jpg,1
person,chair,"(153, 634, 109, 380)","(325, 749, 5, 281)",6006488466_dc7558e4a0_b.jpg,1
person,chair,"(98, 666, 41, 440)","(143, 626, 103, 432)",8366428232_9951e938f5_b.jpg,1
person,table,"(215, 346, 370, 472)","(343, 683, 361, 711)",9829066303_a49f0f0f2c_b.jpg,1
person,chair,"(2, 173, 603, 757)","(16, 236, 564, 691)",5000622283_850eb445fa_b.jpg,1
person,cart,"(155, 184, 193, 218)","(172, 219, 160, 241)",34251540_bec994ec35_o.jpg,1
bag,street,"(366, 629, 691, 843)","(443, 677, 13, 1012)",6780686895_01a1ccde29_b.jpg,1
person,chair,"(175, 567, 380, 538)","(200, 561, 366, 582)",2082432785_8fe8c6b947_o.jpg,1
person,bench,"(159, 594, 504, 767)","(200, 479, 109, 846)",8054281885_ebbbfa2672_b.jpg,1
person,table,"(385, 568, 659, 774)","(400, 766, 384, 696)",7367202910_b61903870e_b.jpg,1
person,grass,"(29, 682, 490, 1024)","(190, 681, 3, 842)",8737004694_48a0cb9558_b.jpg,1
person,bench,"(360, 464, 167, 242)","(390, 451, 151, 256)",8649487646_409de8f55b_b.jpg,1
person,skateboard,"(135, 671, 274, 692)","(587, 668, 456, 612)",5221207615_4c59bbecfe_b.jpg,1
dog,bench,"(241, 761, 208, 623)","(415, 758, 179, 1019)",3118650298_95f1f4608f_b.jpg,1
person,chair,"(240, 631, 189, 446)","(500, 625, 153, 482)",7654411296_a05e5981bb_b.jpg,1
person,bench,"(288, 646, 204, 312)","(463, 624, 75, 669)",5741895795_aa6195b1b6_b.jpg,1
person,sofa,"(227, 531, 132, 473)","(293, 568, 106, 779)",1287355811_488f98b6cf_o.jpg,1
person,motorcycle,"(214, 767, 114, 496)","(299, 767, 1, 946)",274016401_0fb442d81e_b.jpg,1
person,bench,"(135, 613, 340, 529)","(297, 448, 532, 955)",8128429591_3447bbfbf9_b.jpg,1
dog,person,"(369, 426, 797, 851)","(348, 505, 764, 867)",7295486800_75ff5ca96d_b.jpg,1
person,bench,"(348, 505, 764, 867)","(403, 499, 360, 993)",7295486800_75ff5ca96d_b.jpg,1
cat,table,"(30, 229, 325, 498)","(1, 765, 85, 617)",2923483678_abe32e3d62_b.jpg,1
person,table,"(109, 648, 816, 1022)","(381, 677, 4, 955)",9719081589_80dda07912_b.jpg,1
person,sand,"(120, 766, 609, 1022)","(478, 765, 23, 771)",3219963856_5fa77f80f6_b.jpg,1
person,chair,"(335, 767, 99, 323)","(531, 767, 54, 123)",5075675963_d2c1e7973f_b.jpg,1
person,table,"(240, 615, 553, 913)","(580, 767, 206, 1021)",9413317849_59ee037005_b.jpg,1
cat,bench,"(139, 398, 294, 512)","(356, 683, 1, 801)",2255697827_f1d93a0029_o.jpg,1
person,chair,"(298, 664, 145, 438)","(482, 662, 309, 423)",2719261227_2da3c1e050_b.jpg,1
person,chair,"(112, 383, 683, 854)","(163, 387, 617, 985)",3898952936_54782cfbb1_b.jpg,1
person,chair,"(362, 482, 15, 131)","(425, 578, 19, 54)",9107216826_8cd62d7b38_b.jpg,1
person,chair,"(436, 559, 351, 446)","(486, 583, 359, 442)",3748124407_ea61a72f15_b.jpg,1
person,table,"(285, 550, 57, 258)","(358, 561, 1, 128)",4734902646_69b6ce7e6f_b.jpg,1
person,bed,"(191, 345, 268, 340)","(276, 529, 11, 797)",3533901899_36b4e3d540_o.jpg,1
person,sofa,"(172, 705, 242, 588)","(239, 705, 14, 1022)",4214979990_f2d2c46520_b.jpg,1
person,sofa,"(204, 498, 450, 759)","(293, 568, 106, 779)",1287355811_488f98b6cf_o.jpg,1
pizza,plate,"(415, 581, 144, 443)","(412, 586, 146, 453)",9565361170_d54f928d9a_o.jpg,1
person,bench,"(342, 681, 365, 626)","(425, 682, 328, 539)",8064272796_17c5953ba8_b.jpg,1
person,table,"(383, 768, 1, 317)","(340, 765, 207, 664)",9321840072_2c68296247_b.jpg,1
person,table,"(81, 557, 1, 395)","(381, 677, 4, 955)",9719081589_80dda07912_b.jpg,1
person,bench,"(309, 446, 137, 250)","(371, 438, 4, 320)",2430277280_c50614fa0f_b.jpg,1
person,chair,"(275, 679, 114, 468)","(401, 680, 23, 167)",7096199693_cd226e52ba_b.jpg,1
bear,basket,"(402, 612, 344, 568)","(481, 737, 86, 547)",1426904233_ee344879b6_b.jpg,1
person,table,"(385, 672, 529, 667)","(395, 648, 401, 574)",9107216826_8cd62d7b38_b.jpg,1
person,bus,"(392, 560, 400, 622)","(81, 598, 6, 897)",4124089113_54490d610c_o.jpg,1
person,chair,"(166, 682, 345, 734)","(493, 683, 576, 786)",9300793319_f1357c8c9e_b.jpg,1
person,motorcycle,"(49, 680, 327, 775)","(242, 678, 2, 989)",6092816814_087e7d021e_b.jpg,1
person,bench,"(56, 614, 524, 742)","(226, 452, 227, 744)",6780686895_01a1ccde29_b.jpg,1
person,chair,"(153, 634, 109, 380)","(318, 751, 2, 263)",6006488466_dc7558e4a0_b.jpg,1
person,chair,"(131, 448, 200, 505)","(215, 465, 405, 593)",8665247006_b220138080_b.jpg,1
person,elephant,"(37, 312, 255, 499)","(215, 480, 74, 591)",3007602712_b67ae2bd85_o.jpg,1
person,bench,"(223, 304, 622, 655)","(297, 353, 622, 720)",5909756438_f009e8fe5b_b.jpg,1
person,bench,"(233, 912, 10, 467)","(461, 883, 1, 721)",9416151887_9ec7680564_b.jpg,1
person,street,"(366, 766, 2, 240)","(390, 747, 337, 1020)",5812723266_35e84928a5_b.jpg,1
person,train,"(275, 346, 440, 489)","(226, 641, 254, 712)",3572969356_2b01616f71_b.jpg,1
person,bench,"(404, 507, 863, 900)","(444, 508, 859, 915)",7177304313_90e0705b05_b.jpg,1
person,chair,"(104, 759, 188, 662)","(200, 811, 55, 745)",5931176358_e5cf96dc70_b.jpg,1
person,chair,"(98, 767, 118, 829)","(496, 766, 17, 184)",4408933119_eef02b45d3_b.jpg,1
person,box,"(92, 343, 289, 437)","(221, 339, 235, 432)",3476434924_841701f613_b.jpg,1
dog,shelf,"(34, 190, 511, 645)","(98, 474, 526, 705)",4488170749_6c595a5500_o.jpg,1
person,chair,"(71, 566, 275, 456)","(313, 650, 277, 474)",2206232196_9df29ffa84_b.jpg,1
person,sand,"(507, 558, 119, 155)","(518, 682, 2, 1020)",8206728578_75a1d2f7ed_b.jpg,1
person,table,"(394, 732, 29, 452)","(646, 767, 2, 524)",4962884665_2d46628d09_b.jpg,1
person,chair,"(95, 712, 57, 783)","(605, 710, 196, 467)",5301210339_4cd1d7ee09_b.jpg,1
person,bench,"(114, 569, 237, 474)","(226, 452, 227, 744)",6780686895_01a1ccde29_b.jpg,1
person,bus,"(412, 553, 1, 146)","(81, 598, 6, 897)",4124089113_54490d610c_o.jpg,1
person,bench,"(322, 491, 59, 141)","(361, 481, 67, 329)",8489260810_50170a9820_b.jpg,1
person,bench,"(707, 1012, 386, 543)","(766, 931, 55, 656)",6067562164_2796424667_b.jpg,1
person,chair,"(269, 579, 120, 334)","(401, 570, 118, 276)",3874258931_7a34ab5228_o.jpg,1
cat,sink,"(289, 619, 161, 952)","(56, 704, 1, 1017)",517184261_3279b683b7_b.jpg,1
person,table,"(180, 763, 342, 808)","(513, 766, 49, 553)",3741867933_9da8660255_b.jpg,1
person,boat,"(500, 629, 772, 911)","(538, 695, 105, 1206)",3721451798_2554100f6b_o.jpg,1
person,bench,"(313, 733, 6, 286)","(730, 791, 3, 998)",4326517877_ab2ee47ec6_o.jpg,1
person,bench,"(46, 534, 563, 834)","(197, 579, 11, 1023)",9661679965_b31595c743_b.jpg,1
person,bench,"(116, 506, 86, 316)","(320, 562, 2, 617)",2167336332_b0f30132a7_b.jpg,1
person,bench,"(390, 767, 227, 454)","(682, 996, 1, 524)",2715963036_7d523875c4_b.jpg,1
person,chair,"(188, 429, 259, 421)","(265, 471, 223, 442)",88174066_035cae416a_b.jpg,1
person,chair,"(175, 711, 172, 450)","(313, 650, 277, 474)",2206232196_9df29ffa84_b.jpg,1
person,chair,"(33, 496, 144, 330)","(165, 479, 156, 335)",9263412960_6295fe2d07_b.jpg,1
person,bike,"(475, 642, 577, 655)","(560, 669, 581, 655)",8684808811_3d283a10b4_b.jpg,1
