source_img,predicate,object_category,object_h,object_w,object_y,object_x,subject_category,subject_h,subject_w,subject_y,subject_x,y,channels,object_x_max,object_y_max,subject_x_max,subject_y_max,object_bbox,subject_bbox
2333104.jpg,sitting on,counter,58,498,174,0,can,32,20,183,147,1,3,498,232,167,215,"(174, 232, 0, 498)","(183, 215, 147, 167)"
2403830.jpg,sitting on,bench,233,119,113,36,jacket,145,198,130,224,1,3,155,346,422,275,"(113, 346, 36, 155)","(130, 275, 224, 422)"
2347793.jpg,sitting on,bike,153,115,177,12,person,192,124,127,27,1,3,127,330,151,319,"(177, 330, 12, 127)","(127, 319, 27, 151)"
2355269.jpg,sitting on,counter,31,186,202,189,towel,14,18,195,279,1,3,375,233,297,209,"(202, 233, 189, 375)","(195, 209, 279, 297)"
2383502.jpg,sitting on,grass,221,499,110,0,man,171,115,149,331,1,3,499,331,446,320,"(110, 331, 0, 499)","(149, 320, 331, 446)"
2371364.jpg,wearing,eyeglasses,12,13,179,187,player,287,168,150,115,0,3,200,191,283,437,"(179, 191, 187, 200)","(150, 437, 115, 283)"
2371403.jpg,wearing,shoe,27,49,314,181,boy,324,138,114,184,0,3,230,341,322,438,"(314, 341, 181, 230)","(114, 438, 184, 322)"
2356099.jpg,sitting on,shelf,8,47,137,235,book,33,7,107,241,1,3,282,145,248,140,"(137, 145, 235, 282)","(107, 140, 241, 248)"
2994.jpg,sitting on,square,49,135,445,228,statue,203,111,258,247,1,3,363,494,358,461,"(445, 494, 228, 363)","(258, 461, 247, 358)"
2393397.jpg,wearing,hat,30,33,100,96,man,213,83,99,82,0,3,129,130,165,312,"(100, 130, 96, 129)","(99, 312, 82, 165)"
2373424.jpg,sitting on,grass,29,56,128,195,people,30,54,128,195,1,3,251,157,249,158,"(128, 157, 195, 251)","(128, 158, 195, 249)"
2399039.jpg,carrying,bananas,114,50,200,3,woman,462,290,36,39,0,3,53,314,329,498,"(200, 314, 3, 53)","(36, 498, 39, 329)"
2402191.jpg,wearing,pants,187,217,232,47,player,392,301,59,15,0,3,264,419,316,451,"(232, 419, 47, 264)","(59, 451, 15, 316)"
2326845.jpg,sitting on,table,349,488,22,6,peaches,82,95,185,134,1,3,494,371,229,267,"(22, 371, 6, 494)","(185, 267, 134, 229)"
2395445.jpg,sitting on,napkin,106,142,391,232,utensil,110,80,386,294,1,3,374,497,374,496,"(391, 497, 232, 374)","(386, 496, 294, 374)"
2342023.jpg,wearing,vest,113,90,95,245,person,318,111,43,231,0,3,335,208,342,361,"(95, 208, 245, 335)","(43, 361, 231, 342)"
2324272.jpg,wearing,jeans,269,108,229,30,man,353,242,146,33,0,3,138,498,275,499,"(229, 498, 30, 138)","(146, 499, 33, 275)"
2389434.jpg,sitting on,table,71,87,92,32,cup,57,85,112,273,1,3,119,163,358,169,"(92, 163, 32, 119)","(112, 169, 273, 358)"
2368330.jpg,wearing,blouse,67,57,252,442,woman,125,84,206,415,0,3,499,319,499,331,"(252, 319, 442, 499)","(206, 331, 415, 499)"
2332745.jpg,sitting on,table,43,149,228,200,bowl,22,44,223,257,1,3,349,271,301,245,"(228, 271, 200, 349)","(223, 245, 257, 301)"
2343076.jpg,sitting on,couch,194,120,127,373,man,252,254,79,228,1,3,493,321,482,331,"(127, 321, 373, 493)","(79, 331, 228, 482)"
2378611.jpg,wearing,jeans,93,77,264,233,man,211,117,162,219,0,3,310,357,336,373,"(264, 357, 233, 310)","(162, 373, 219, 336)"
2360551.jpg,sitting on,counter,314,372,184,2,bottle,423,139,44,116,1,3,374,498,255,467,"(184, 498, 2, 374)","(44, 467, 116, 255)"
2386183.jpg,wearing,shoes,94,49,201,219,boy,254,218,37,51,0,3,268,295,269,291,"(201, 295, 219, 268)","(37, 291, 51, 269)"
2413222.jpg,eating,food,51,54,263,170,man,453,325,32,18,0,3,224,314,343,485,"(263, 314, 170, 224)","(32, 485, 18, 343)"
2399190.jpg,sitting on,cement,109,131,210,37,plane,173,442,102,29,1,3,168,319,471,275,"(210, 319, 37, 168)","(102, 275, 29, 471)"
2391779.jpg,sitting on,couch,390,378,109,62,boy,366,151,132,65,1,3,440,499,216,498,"(109, 499, 62, 440)","(132, 498, 65, 216)"
2333301.jpg,wearing,collar,40,69,93,146,dog,277,313,56,1,0,3,215,133,314,333,"(93, 133, 146, 215)","(56, 333, 1, 314)"
2363647.jpg,wearing,helmet,35,44,48,359,girl,240,79,48,318,0,3,403,83,397,288,"(48, 83, 359, 403)","(48, 288, 318, 397)"
2390218.jpg,wearing,pants,27,26,148,209,woman,73,30,105,205,0,3,235,175,235,178,"(148, 175, 209, 235)","(105, 178, 205, 235)"
1247.jpg,standing on,floor,29,86,252,208,person,175,62,106,228,0,3,294,281,290,281,"(252, 281, 208, 294)","(106, 281, 228, 290)"
2404048.jpg,sitting on,plate,86,148,357,23,cake,122,119,309,37,1,3,171,443,156,431,"(357, 443, 23, 171)","(309, 431, 37, 156)"
2344845.jpg,sitting on,ground,107,473,211,2,woman,108,76,134,109,1,3,475,318,185,242,"(211, 318, 2, 475)","(134, 242, 109, 185)"
2336222.jpg,wearing,hat,29,40,17,110,man,146,116,3,47,0,3,150,46,163,149,"(17, 46, 110, 150)","(3, 149, 47, 163)"
2364152.jpg,sitting on,stairs,133,240,145,1,boy,58,46,124,187,1,3,241,278,233,182,"(145, 278, 1, 241)","(124, 182, 187, 233)"
2392143.jpg,wearing,eyeglasses,141,158,29,248,man,309,282,29,127,0,3,406,170,409,338,"(29, 170, 248, 406)","(29, 338, 127, 409)"
2357517.jpg,wearing,jeans,169,87,329,135,woman,202,106,95,100,0,3,222,498,206,297,"(329, 498, 135, 222)","(95, 297, 100, 206)"
2341338.jpg,sitting on,sand,54,36,190,428,children,31,63,115,432,1,3,464,244,495,146,"(190, 244, 428, 464)","(115, 146, 432, 495)"
2399003.jpg,watching,kites,175,467,4,30,people,17,498,166,2,0,3,497,179,500,183,"(4, 179, 30, 497)","(166, 183, 2, 500)"
150394.jpg,sitting on,table,169,711,510,9,grinder,245,119,341,460,1,3,720,679,579,586,"(510, 679, 9, 720)","(341, 586, 460, 579)"
2390683.jpg,wearing,jeans,135,71,250,106,man,297,155,104,48,0,3,177,385,203,401,"(250, 385, 106, 177)","(104, 401, 48, 203)"
2333451.jpg,wearing,coat,10,8,216,319,child,21,10,210,318,0,3,327,226,328,231,"(216, 226, 319, 327)","(210, 231, 318, 328)"
2387888.jpg,hanging from,ear,81,86,62,212,tag,17,19,107,242,0,3,298,143,261,124,"(62, 143, 212, 298)","(107, 124, 242, 261)"
2330674.jpg,wearing,helmet,37,39,118,148,man,251,107,118,121,0,3,187,155,228,369,"(118, 155, 148, 187)","(118, 369, 121, 228)"
2379970.jpg,sitting on,bench,176,194,180,1,man,327,192,45,139,1,3,195,356,331,372,"(180, 356, 1, 195)","(45, 372, 139, 331)"
2345902.jpg,sitting on,ground,116,378,359,19,skateboard,18,88,318,115,1,3,397,475,203,336,"(359, 475, 19, 397)","(318, 336, 115, 203)"
2401646.jpg,sitting on,animal,45,40,245,154,woman,102,41,204,159,1,3,194,290,200,306,"(245, 290, 154, 194)","(204, 306, 159, 200)"
2341752.jpg,wearing,tie,112,35,299,147,man,251,278,165,26,0,3,182,411,304,416,"(299, 411, 147, 182)","(165, 416, 26, 304)"
2380237.jpg,sitting on,grass,221,499,112,0,person,91,62,7,57,1,3,499,333,119,98,"(112, 333, 0, 499)","(7, 98, 57, 119)"
2349296.jpg,sitting on,grass,210,493,67,3,man,82,83,113,324,1,3,496,277,407,195,"(67, 277, 3, 496)","(113, 195, 324, 407)"
2345032.jpg,sitting on,rack,37,63,220,418,rim,11,9,225,465,1,3,481,257,474,236,"(220, 257, 418, 481)","(225, 236, 465, 474)"
3670.jpg,wearing,shirt,325,186,29,89,guy,453,249,6,87,0,3,275,354,336,459,"(29, 354, 89, 275)","(6, 459, 87, 336)"
2385214.jpg,sitting on,leg,81,80,199,312,child,204,121,65,271,1,3,392,280,392,269,"(199, 280, 312, 392)","(65, 269, 271, 392)"
2336278.jpg,wearing,glove,27,40,171,104,woman,262,185,69,7,0,3,144,198,192,331,"(171, 198, 104, 144)","(69, 331, 7, 192)"
2323644.jpg,wearing,pants,101,90,320,77,person,216,98,205,76,0,3,167,421,174,421,"(320, 421, 77, 167)","(205, 421, 76, 174)"
2374580.jpg,sitting on,table,121,79,312,204,phone,195,43,132,211,1,3,283,433,254,327,"(312, 433, 204, 283)","(132, 327, 211, 254)"
2403182.jpg,sitting on,grass,300,372,199,2,chair,202,169,194,1,1,3,374,499,170,396,"(199, 499, 2, 374)","(194, 396, 1, 170)"
2351238.jpg,carrying,bag,19,32,234,123,woman,110,46,202,116,0,3,155,253,162,312,"(234, 253, 123, 155)","(202, 312, 116, 162)"
2333263.jpg,covering,bird,76,68,114,102,feather,7,15,169,123,0,3,170,190,138,176,"(114, 190, 102, 170)","(169, 176, 123, 138)"
2349432.jpg,hanging from,side,254,47,11,38,banana,35,19,203,27,0,3,85,265,46,238,"(11, 265, 38, 85)","(203, 238, 27, 46)"
713711.jpg,sitting on,bookshelf,582,188,4,809,book,111,22,162,922,1,3,997,586,944,273,"(4, 586, 809, 997)","(162, 273, 922, 944)"
2411287.jpg,sitting on,counter,143,216,277,2,sink,43,108,301,76,1,3,218,420,184,344,"(277, 420, 2, 218)","(301, 344, 76, 184)"
2367536.jpg,sitting on,bench,214,290,259,42,woman,302,123,72,148,1,3,332,473,271,374,"(259, 473, 42, 332)","(72, 374, 148, 271)"
2401880.jpg,sitting on,tray,419,359,0,2,doughnut,92,109,79,242,1,3,361,419,351,171,"(0, 419, 2, 361)","(79, 171, 242, 351)"
2411913.jpg,watching,tennis,272,329,227,0,person,89,29,254,61,0,3,329,499,90,343,"(227, 499, 0, 329)","(254, 343, 61, 90)"
2386590.jpg,covered in,snow,372,496,2,3,mountain,373,497,0,0,0,3,499,374,497,373,"(2, 374, 3, 499)","(0, 373, 0, 497)"
1673.jpg,sitting on,desk,206,375,303,152,keyboard,56,290,355,196,1,3,527,509,486,411,"(303, 509, 152, 527)","(355, 411, 196, 486)"
2367824.jpg,sitting on,table,226,329,274,2,plate,145,233,319,48,1,3,331,500,281,464,"(274, 500, 2, 331)","(319, 464, 48, 281)"
2380881.jpg,wearing,shirt,23,23,187,405,woman,37,21,177,403,0,3,428,210,424,214,"(187, 210, 405, 428)","(177, 214, 403, 424)"
2408060.jpg,sitting on,bench,252,468,171,2,man,484,362,15,10,1,3,470,423,372,499,"(171, 423, 2, 470)","(15, 499, 10, 372)"
2326000.jpg,wearing,shirt,26,249,57,230,man,51,255,51,229,0,3,479,83,484,102,"(57, 83, 230, 479)","(51, 102, 229, 484)"
2336590.jpg,wearing,pants,72,42,186,44,woman,144,60,116,39,0,3,86,258,99,260,"(186, 258, 44, 86)","(116, 260, 39, 99)"
2373444.jpg,sitting on,bed,397,418,56,30,child,79,95,164,145,1,3,448,453,240,243,"(56, 453, 30, 448)","(164, 243, 145, 240)"
2384625.jpg,sitting on,bench,240,273,89,1,woman,313,192,19,79,1,3,274,329,271,332,"(89, 329, 1, 274)","(19, 332, 79, 271)"
2396239.jpg,lying on,surfboard,7,33,227,339,girl,25,35,209,340,0,3,372,234,375,234,"(227, 234, 339, 372)","(209, 234, 340, 375)"
2376627.jpg,wearing,strap,166,36,193,174,man,396,167,100,166,0,3,210,359,333,496,"(193, 359, 174, 210)","(100, 496, 166, 333)"
2330358.jpg,sitting on,bench,146,251,169,1,kid,116,87,174,38,1,3,252,315,125,290,"(169, 315, 1, 252)","(174, 290, 38, 125)"
2416061.jpg,sitting on,table,160,477,185,5,man,261,151,40,348,1,3,482,345,499,301,"(185, 345, 5, 482)","(40, 301, 348, 499)"
3356.jpg,eating,grass,93,149,263,361,goose,144,81,171,539,0,3,510,356,620,315,"(263, 356, 361, 510)","(171, 315, 539, 620)"
2368661.jpg,playing,frisbee,42,37,116,126,man,249,118,57,17,0,3,163,158,135,306,"(116, 158, 126, 163)","(57, 306, 17, 135)"
2370209.jpg,sitting on,shelf,54,343,15,27,object,27,56,78,63,1,3,370,69,119,105,"(15, 69, 27, 370)","(78, 105, 63, 119)"
2411209.jpg,covering,field,372,499,0,0,snow,372,499,0,0,0,3,499,372,499,372,"(0, 372, 0, 499)","(0, 372, 0, 499)"
2329126.jpg,wearing,jeans,148,93,223,191,man,270,186,102,298,0,3,284,371,484,372,"(223, 371, 191, 284)","(102, 372, 298, 484)"
2375148.jpg,wearing,glasses,15,45,141,112,woman,226,320,103,2,0,3,157,156,322,329,"(141, 156, 112, 157)","(103, 329, 2, 322)"
2328174.jpg,sitting on,sidewalk,349,332,151,0,pot,60,58,116,66,1,3,332,500,124,176,"(151, 500, 0, 332)","(116, 176, 66, 124)"
2369469.jpg,wearing,hat,24,33,101,93,person,215,134,104,34,0,3,126,125,168,319,"(101, 125, 93, 126)","(104, 319, 34, 168)"
2393392.jpg,wearing,helmet,11,9,218,303,batter,48,27,213,297,0,3,312,229,324,261,"(218, 229, 303, 312)","(213, 261, 297, 324)"
2374893.jpg,sitting on,counter,42,50,265,205,candy,12,20,271,235,1,3,255,307,255,283,"(265, 307, 205, 255)","(271, 283, 235, 255)"
2413074.jpg,wearing,shirt,127,107,82,175,boy,280,160,2,155,0,3,282,209,315,282,"(82, 209, 175, 282)","(2, 282, 155, 315)"
2401439.jpg,sitting on,blanket,353,497,20,2,cat,365,264,8,0,1,3,499,373,264,373,"(20, 373, 2, 499)","(8, 373, 0, 264)"
2393092.jpg,wearing,overcoat,143,85,195,287,person,238,102,168,266,0,3,372,338,368,406,"(195, 338, 287, 372)","(168, 406, 266, 368)"
2325735.jpg,painted on,sign,30,115,150,181,statue,23,17,154,273,0,3,296,180,290,177,"(150, 180, 181, 296)","(154, 177, 273, 290)"
2325308.jpg,painted on,floor,310,321,184,1,line,37,70,460,252,0,3,322,494,322,497,"(184, 494, 1, 322)","(460, 497, 252, 322)"
2364005.jpg,wearing,shirt,194,190,159,92,child,369,269,4,95,0,3,282,353,364,373,"(159, 353, 92, 282)","(4, 373, 95, 364)"
1159536.jpg,wearing,pants,115,94,372,827,man,251,135,246,786,0,3,921,487,921,497,"(372, 487, 827, 921)","(246, 497, 786, 921)"
2343830.jpg,sitting on,broccoli,248,279,102,72,caterpillar,124,98,90,165,1,3,351,350,263,214,"(102, 350, 72, 351)","(90, 214, 165, 263)"
2396240.jpg,sitting on,counter,85,300,257,189,pineapple,55,21,257,253,1,3,489,342,274,312,"(257, 342, 189, 489)","(257, 312, 253, 274)"
2356543.jpg,sitting on,bench,41,64,7,97,women,28,20,2,119,1,3,161,48,139,30,"(7, 48, 97, 161)","(2, 30, 119, 139)"
2412699.jpg,sitting on,chair,138,74,142,366,woman,140,140,82,298,1,3,440,280,438,222,"(142, 280, 366, 440)","(82, 222, 298, 438)"
2386924.jpg,painted on,wall,71,443,3,2,alien,61,47,77,114,0,3,445,74,161,138,"(3, 74, 2, 445)","(77, 138, 114, 161)"
2323220.jpg,covering,fence,127,382,71,117,tarp,111,157,81,341,0,3,499,198,498,192,"(71, 198, 117, 499)","(81, 192, 341, 498)"
2325922.jpg,wearing,hat,23,52,55,223,man,277,89,54,215,0,3,275,78,304,331,"(55, 78, 223, 275)","(54, 331, 215, 304)"
2384217.jpg,sitting on,floor,111,178,220,321,container,46,63,211,409,1,3,499,331,472,257,"(220, 331, 321, 499)","(211, 257, 409, 472)"
2360163.jpg,covering,bush,100,102,79,137,snow,79,137,252,2,0,3,239,179,139,331,"(79, 179, 137, 239)","(252, 331, 2, 139)"
2338380.jpg,wearing,hat,37,73,0,370,man,267,149,1,350,0,3,443,37,499,268,"(0, 37, 370, 443)","(1, 268, 350, 499)"
2328292.jpg,sitting on,table,485,371,14,1,sandwich,74,100,234,234,1,3,372,499,334,308,"(14, 499, 1, 372)","(234, 308, 234, 334)"
2351274.jpg,sitting on,table,367,493,4,5,food,266,421,103,49,1,3,498,371,470,369,"(4, 371, 5, 498)","(103, 369, 49, 470)"
2385356.jpg,sitting on,table,331,499,1,1,plate,224,344,60,81,1,3,500,332,425,284,"(1, 332, 1, 500)","(60, 284, 81, 425)"
2409784.jpg,sitting on,eggs,62,145,197,284,bowl,18,35,204,323,1,3,429,259,358,222,"(197, 259, 284, 429)","(204, 222, 323, 358)"
2401605.jpg,wearing,jacket,308,322,192,3,man,460,322,40,1,0,3,325,500,323,500,"(192, 500, 3, 325)","(40, 500, 1, 323)"
2378249.jpg,eating,cake,29,30,421,190,man,167,106,325,8,0,3,220,450,114,492,"(421, 450, 190, 220)","(325, 492, 8, 114)"
2412008.jpg,wearing,uniform,66,43,200,151,player,93,56,183,143,0,3,194,266,199,276,"(200, 266, 151, 194)","(183, 276, 143, 199)"
2351416.jpg,wearing,bracelet,7,10,109,119,he,242,193,75,88,0,3,129,116,281,317,"(109, 116, 119, 129)","(75, 317, 88, 281)"
2327613.jpg,wearing,pants,47,19,148,281,man,125,32,79,274,0,3,300,195,306,204,"(148, 195, 281, 300)","(79, 204, 274, 306)"
2370712.jpg,sitting on,table,125,379,249,119,napkin,37,20,285,478,1,3,498,374,498,322,"(249, 374, 119, 498)","(285, 322, 478, 498)"
2364265.jpg,playing,game,98,67,202,79,girl,432,228,65,83,0,3,146,300,311,497,"(202, 300, 79, 146)","(65, 497, 83, 311)"
2334778.jpg,sitting on,desk,292,496,0,2,cat,235,322,138,0,1,3,498,292,322,373,"(0, 292, 2, 498)","(138, 373, 0, 322)"
2370374.jpg,wearing,glasses,18,24,138,475,boy,158,19,79,481,0,3,499,156,500,237,"(138, 156, 475, 499)","(79, 237, 481, 500)"
2340767.jpg,sitting on,bench,17,32,175,122,person,184,97,82,157,1,3,154,192,254,266,"(175, 192, 122, 154)","(82, 266, 157, 254)"
2401126.jpg,wearing,sweatband,20,42,54,244,player,319,197,39,185,0,3,286,74,382,358,"(54, 74, 244, 286)","(39, 358, 185, 382)"
2372679.jpg,sitting on,bench,26,32,118,406,person,35,27,108,426,1,3,438,144,453,143,"(118, 144, 406, 438)","(108, 143, 426, 453)"
2323316.jpg,sitting on,floor,29,25,458,95,bear,62,84,412,2,1,3,120,487,86,474,"(458, 487, 95, 120)","(412, 474, 2, 86)"
2394087.jpg,sitting on,desk,158,326,211,169,notepad,46,69,268,395,1,3,495,369,464,314,"(211, 369, 169, 495)","(268, 314, 395, 464)"
1401.jpg,wearing,blue,8,12,559,354,woman,83,26,510,344,0,3,366,567,370,593,"(559, 567, 354, 366)","(510, 593, 344, 370)"
2404677.jpg,wearing,jacket,24,22,279,412,skier,60,23,270,411,0,3,434,303,434,330,"(279, 303, 412, 434)","(270, 330, 411, 434)"
2364089.jpg,sitting on,sidewalk,64,499,237,0,woman,44,33,212,211,1,3,499,301,244,256,"(237, 301, 0, 499)","(212, 256, 211, 244)"
2352209.jpg,sitting on,bench,54,165,310,44,people,114,115,247,66,1,3,209,364,181,361,"(310, 364, 44, 209)","(247, 361, 66, 181)"
2356099.jpg,sitting on,shelf,9,43,179,146,book,36,14,149,165,1,3,189,188,179,185,"(179, 188, 146, 189)","(149, 185, 165, 179)"
2384437.jpg,wearing,wrap,126,129,286,25,man,399,155,11,32,0,3,154,412,187,410,"(286, 412, 25, 154)","(11, 410, 32, 187)"
3874.jpg,sitting on,plate,348,348,38,126,meat,184,167,158,159,1,3,474,386,326,342,"(38, 386, 126, 474)","(158, 342, 159, 326)"
2356543.jpg,sitting on,chair,32,36,17,116,people,46,39,2,114,1,3,152,49,153,48,"(17, 49, 116, 152)","(2, 48, 114, 153)"
2349692.jpg,wearing,shoes,24,34,349,329,man,297,226,76,209,0,3,363,373,435,373,"(349, 373, 329, 363)","(76, 373, 209, 435)"
2408760.jpg,sitting on,field,37,497,296,2,truck,220,416,74,46,1,3,499,333,462,294,"(296, 333, 2, 499)","(74, 294, 46, 462)"
2400664.jpg,sitting on,bench,149,342,185,62,man,243,228,90,152,1,3,404,334,380,333,"(185, 334, 62, 404)","(90, 333, 152, 380)"
2382845.jpg,sitting on,table,40,354,274,136,cat,187,100,89,164,1,3,490,314,264,276,"(274, 314, 136, 490)","(89, 276, 164, 264)"
2417050.jpg,wearing,shorts,79,103,261,206,boy,469,176,4,166,0,3,309,340,342,473,"(261, 340, 206, 309)","(4, 473, 166, 342)"
2398827.jpg,sitting on,bed,408,371,90,3,pillow,17,113,177,86,1,3,374,498,199,194,"(90, 498, 3, 374)","(177, 194, 86, 199)"
2374886.jpg,sitting on,tracks,160,288,212,2,car,49,151,215,90,1,3,290,372,241,264,"(212, 372, 2, 290)","(215, 264, 90, 241)"
2402488.jpg,sitting on,plate,313,499,45,1,bean,19,24,194,112,1,3,500,358,136,213,"(45, 358, 1, 500)","(194, 213, 112, 136)"
2356523.jpg,growing on,farm,107,492,170,6,plants,100,493,180,3,0,3,498,277,496,280,"(170, 277, 6, 498)","(180, 280, 3, 496)"
2415935.jpg,hanging from,ceiling,85,495,2,1,light,22,20,18,353,0,3,496,87,373,40,"(2, 87, 1, 496)","(18, 40, 353, 373)"
2382471.jpg,eating,branches,281,89,10,46,panda,306,373,2,56,0,3,135,291,429,308,"(10, 291, 46, 135)","(2, 308, 56, 429)"
2391716.jpg,sitting on,couch,255,448,119,50,man,323,348,51,0,1,3,498,374,348,374,"(119, 374, 50, 498)","(51, 374, 0, 348)"
2416070.jpg,wearing,shorts,135,85,189,303,guy,291,133,36,263,0,3,388,324,396,327,"(189, 324, 303, 388)","(36, 327, 263, 396)"
2315782.jpg,sitting on,grass,20,38,98,235,bench,32,70,70,214,1,3,273,118,284,102,"(98, 118, 235, 273)","(70, 102, 214, 284)"
2364910.jpg,sitting on,surface,392,261,12,10,banana,325,254,55,18,1,3,271,404,272,380,"(12, 404, 10, 271)","(55, 380, 18, 272)"
2362972.jpg,riding,bicycle,82,152,45,329,man,196,97,57,367,0,3,481,127,464,253,"(45, 127, 329, 481)","(57, 253, 367, 464)"
2385415.jpg,carrying,backpack,46,24,162,167,man,104,51,153,158,0,3,191,208,209,257,"(162, 208, 167, 191)","(153, 257, 158, 209)"
3328.jpg,growing on,tree,261,237,17,3,leaf,16,11,50,73,0,3,240,278,84,66,"(17, 278, 3, 240)","(50, 66, 73, 84)"
2388851.jpg,wearing,shoe,7,8,460,382,man,352,90,117,330,0,3,390,467,420,469,"(460, 467, 382, 390)","(117, 469, 330, 420)"
2400342.jpg,eating,grass,113,108,360,92,cow,47,66,409,148,0,3,200,473,214,456,"(360, 473, 92, 200)","(409, 456, 148, 214)"
2407966.jpg,wearing,cap,21,26,78,410,man,46,39,83,401,0,3,436,99,440,129,"(78, 99, 410, 436)","(83, 129, 401, 440)"
2399863.jpg,sitting on,wood,148,272,222,198,bear,262,238,28,187,1,3,470,370,425,290,"(222, 370, 198, 470)","(28, 290, 187, 425)"
2339709.jpg,standing on,train,243,447,58,51,man,51,9,142,168,0,3,498,301,177,193,"(58, 301, 51, 498)","(142, 193, 168, 177)"
2356182.jpg,sitting on,couch,231,156,263,1,girl,167,109,230,11,1,3,157,494,120,397,"(263, 494, 1, 157)","(230, 397, 11, 120)"
2335071.jpg,sitting on,table,335,500,2,0,food,152,222,104,151,1,3,500,337,373,256,"(2, 337, 0, 500)","(104, 256, 151, 373)"
2398829.jpg,lying on,counter,85,121,394,253,top,9,11,281,272,0,3,374,479,283,290,"(394, 479, 253, 374)","(281, 290, 272, 283)"
2394731.jpg,parked on,street,174,319,149,180,car,39,68,150,425,0,3,499,323,493,189,"(149, 323, 180, 499)","(150, 189, 425, 493)"
2388880.jpg,sitting on,carpet,286,496,87,3,inhaler,28,63,305,159,1,3,499,373,222,333,"(87, 373, 3, 499)","(305, 333, 159, 222)"
2387917.jpg,wearing,sunglasses,24,32,197,85,woman,155,175,175,27,0,3,117,221,202,330,"(197, 221, 85, 117)","(175, 330, 27, 202)"
2368834.jpg,sitting on,lap,85,210,404,148,dog,231,140,235,158,1,3,358,489,298,466,"(404, 489, 148, 358)","(235, 466, 158, 298)"
2415103.jpg,sitting on,bench,21,191,205,3,man,35,24,186,35,1,3,194,226,59,221,"(205, 226, 3, 194)","(186, 221, 35, 59)"
2320451.jpg,sitting on,motorcycle,131,150,163,188,couple,128,67,138,185,1,3,338,294,252,266,"(163, 294, 188, 338)","(138, 266, 185, 252)"
2352101.jpg,sitting on,chair,321,392,177,0,bear,457,360,16,32,1,3,392,498,392,473,"(177, 498, 0, 392)","(16, 473, 32, 392)"
2363415.jpg,riding,bicycle,247,292,126,207,person,291,179,49,258,0,3,499,373,437,340,"(126, 373, 207, 499)","(49, 340, 258, 437)"
150286.jpg,covering,cream,75,191,1,307,lid,107,245,2,280,0,3,498,76,525,109,"(1, 76, 307, 498)","(2, 109, 280, 525)"
2364983.jpg,riding,bicycle,116,117,293,40,lady,134,120,219,38,0,3,157,409,158,353,"(293, 409, 40, 157)","(219, 353, 38, 158)"
2315934.jpg,sitting on,chair,140,102,312,247,girl,147,68,267,256,1,3,349,452,324,414,"(312, 452, 247, 349)","(267, 414, 256, 324)"
2324897.jpg,wearing,shorts,124,110,237,32,man,430,214,32,21,0,3,142,361,235,462,"(237, 361, 32, 142)","(32, 462, 21, 235)"
2416544.jpg,sitting on,curb,35,497,272,1,photographer,91,87,206,305,1,3,498,307,392,297,"(272, 307, 1, 498)","(206, 297, 305, 392)"
1592103.jpg,sitting on,couch,301,502,167,352,man,251,184,139,370,1,3,854,468,554,390,"(167, 468, 352, 854)","(139, 390, 370, 554)"
2334795.jpg,wearing,jeans,35,19,214,322,man,93,33,166,314,0,3,341,249,347,259,"(214, 249, 322, 341)","(166, 259, 314, 347)"
2379918.jpg,sitting on,grass,166,499,200,0,giraffe,81,81,168,117,1,3,499,366,198,249,"(200, 366, 0, 499)","(168, 249, 117, 198)"
2356238.jpg,sitting on,bench,207,269,124,29,boy,281,125,86,190,1,3,298,331,315,367,"(124, 331, 29, 298)","(86, 367, 190, 315)"
2319631.jpg,wearing,sweater,29,22,264,251,boy,66,20,253,253,0,3,273,293,273,319,"(264, 293, 251, 273)","(253, 319, 253, 273)"
2319574.jpg,painted on,ground,287,479,206,6,line,94,16,399,290,0,3,485,493,306,493,"(206, 493, 6, 485)","(399, 493, 290, 306)"
2343780.jpg,sitting on,sofa,316,258,182,3,cat,256,161,241,0,1,3,261,498,161,497,"(182, 498, 3, 261)","(241, 497, 0, 161)"
2364838.jpg,wearing,tie,37,8,147,209,man,98,49,125,182,0,3,217,184,231,223,"(147, 184, 209, 217)","(125, 223, 182, 231)"
2369793.jpg,hanging from,ceiling,188,325,21,87,clock,92,97,157,218,0,3,412,209,315,249,"(21, 209, 87, 412)","(157, 249, 218, 315)"
2317742.jpg,riding,ramp,55,81,220,31,guy,42,34,175,49,0,3,112,275,83,217,"(220, 275, 31, 112)","(175, 217, 49, 83)"
2376360.jpg,sitting on,bench,142,174,167,325,bag,20,44,154,432,1,3,499,309,476,174,"(167, 309, 325, 499)","(154, 174, 432, 476)"
2360828.jpg,wearing,jacket,106,94,271,46,man,190,90,221,48,0,3,140,377,138,411,"(271, 377, 46, 140)","(221, 411, 48, 138)"
2326961.jpg,sitting on,bench,169,498,160,1,bird,32,34,137,233,1,3,499,329,267,169,"(160, 329, 1, 499)","(137, 169, 233, 267)"
2382074.jpg,wearing,shoes,45,59,454,228,man,357,109,142,212,0,3,287,499,321,499,"(454, 499, 228, 287)","(142, 499, 212, 321)"
2367082.jpg,sitting on,beach,187,456,1,43,boat,62,168,0,162,1,3,499,188,330,62,"(1, 188, 43, 499)","(0, 62, 162, 330)"
2346853.jpg,sitting on,table,150,220,224,49,cat,55,98,240,53,1,3,269,374,151,295,"(224, 374, 49, 269)","(240, 295, 53, 151)"
